employee_id,gender,annual_salary_amount_in_usd,job_experience,job_pay_level,full_or_part_time,hourly_or_salary,job_family_group,job_continent
100494016,Female,20280.0,4,Entry Level,Full time,Hourly,Catering,Americas
100005499,Male,99000.0,7,Junior Associate,Full time,Salary,Technology Services,Americas
100279996,Female,10351.28,2,Entry Level,Full time,Salary,Client Strategy,Americas
100628229,Female,120000.0,9,Manager,Full time,Salary,Strategy,Americas
100865458,Male,25910.82,8,Entry Level,Full time,Hourly,Research,Americas
100976229,Female,46500.0,5,Junior Associate,Full time,Salary,Catering,Americas
100253976,Male,56250.0,4,Team Lead,Full time,Salary,Catering,Americas
100260008,Male,23400.0,1,Entry Level,Full time,Hourly,Research,Americas
100843971,Female,116250.0,8,Junior Associate,Full time,Salary,Technology Services,Americas
100947400,Male,99282.23,14,Manger II,Full time,Salary,Research,Asia
100235096,Male,195000.0,10,Director,Full time,Salary,Leadership,Americas
100160841,Male,86251.5,11,Team Lead,Full time,Salary,Graphic Design,Americas
100040027,Female,67500.0,9,Team Lead,Full time,Salary,Government Consulting,Americas
100715908,Male,102996.22,15,Manger II,Full time,Salary,Customer Experience,Europe
100960515,Female,96562.5,5,Junior Associate,Full time,Salary,Technology Services,Americas
100778853,Male,108750.0,12,Team Lead,Full time,Salary,Investment,Americas
100975092,Female,58500.0,7,Team Lead,Full time,Salary,Catering,Americas
100405136,Male,11901.42,3,Junior Associate,Full time,Salary,Catering,Americas
100863829,Male,105000.0,14,Team Lead,Full time,Salary,Customer Experience,Americas
100083418,Female,32760.0,7,Second Year Associate,Full time,Hourly,Catering,Americas
100326505,Male,45177.6,22,Senior Associate,Full time,Hourly,Research,Americas
100541867,Female,14076.99,15,Junior Associate,Full time,Salary,Research,Americas
100537014,Female,46650.0,7,Junior Associate,Full time,Salary,Government Consulting,Americas
100802084,Female,71250.0,11,Senior Associate,Full time,Salary,Client Strategy,Americas
100867963,Male,60875.5,14,Senior Associate,Full time,Salary,Customer Experience,Asia
100083781,Female,136500.0,10,Manager,Full time,Salary,IPO Strategy,Americas
100686079,Male,65625.0,9,Senior Associate,Full time,Salary,Client Strategy,Americas
100595496,Male,300000.0,20,Director,Full time,Salary,Technology Services,Americas
100891047,Male,41749.44,9,Team Lead,Full time,Salary,Catering,Europe
100355512,Male,123000.0,14,Team Lead,Full time,Salary,Technology Services,Americas
100797766,Male,187500.0,16,Manager,Full time,Salary,Technology Services,Americas
100304068,Male,19042.27,10,Junior Associate,Full time,Salary,Catering,Americas
100237508,Female,48689.12,3,Junior Associate,Full time,Salary,Strategy,Europe
100818000,Male,168750.0,16,Team Lead,Full time,Salary,Technology Services,Americas
100261676,Female,50546.47,9,Senior Associate,Full time,Salary,Client Strategy,Europe
100585492,Male,16423.15,8,Junior Associate,Full time,Salary,Catering,Americas
100576887,Male,104287.5,10,Senior Associate,Full time,Salary,Technology Services,Americas
100416564,Female,85500.0,11,Team Lead,Full time,Salary,Customer Experience,Americas
100741813,Female,31500.0,1,Entry Level,Full time,Salary,Client Strategy,Americas
100792771,Male,26933.98,5,Team Lead,Full time,Salary,Catering,Americas
100825306,Female,112500.0,6,Manager,Full time,Salary,Technology Services,Americas
100967842,Female,105007.5,6,Team Lead,Full time,Salary,Strategy,Americas
100996729,Male,96562.5,6,Manager,Full time,Salary,Expansion,Americas
100822011,Female,67800.0,5,Team Lead,Full time,Salary,Catering,Americas
100153248,Male,25807.82,8,Senior Associate,Full time,Salary,Client Strategy,Americas
100599496,Male,39000.0,3,Entry Level,Full time,Salary,Investment,Americas
100307059,Female,67207.5,7,Senior Associate,Full time,Salary,Client Strategy,Americas
100756239,Male,240000.0,19,Sr Manager,Full time,Salary,Technology Services,Americas
100951579,Male,173250.0,17,Sr Manager,Full time,Salary,Client Strategy,Americas
100611226,Female,23400.0,7,Second Year Associate,Part time,Hourly,Catering,Americas
100995330,Male,119250.0,16,Manager,Full time,Salary,Technology Services,Americas
100009380,Female,23400.0,9,Entry Level,Full time,Hourly,Research,Americas
100777999,Male,93752.4,9,Team Lead,Full time,Salary,Customer Experience,Americas
100154616,Female,63000.0,7,Team Lead,Full time,Salary,Catering,Americas
100547919,Male,26890.07,3,Team Lead,Full time,Salary,Client Strategy,Americas
100400157,Male,42375.0,4,Junior Associate,Full time,Salary,Catering,Americas
100503840,Female,51498.11,12,Senior Associate,Full time,Salary,Client Strategy,Europe
100866498,Female,57937.5,4,Second Year Associate,Full time,Salary,Customer Experience,Americas
100513640,Female,86250.0,16,Manager,Full time,Salary,Investment,Americas
100197362,Male,36722.84,8,Junior Associate,Full time,Salary,Catering,Europe
100236270,Male,63960.0,2,Junior Associate,Full time,Salary,Technology Services,Americas
100014915,Male,16423.15,5,Second Year Associate,Full time,Salary,Expansion,Americas
100613389,Male,73387.5,25,Team Lead,Full time,Salary,Research,Americas
100833950,Female,46849.59,10,Junior Associate,Full time,Salary,Customer Experience,Oceania
100585294,Male,92250.0,8,Senior Associate,Full time,Salary,Client Strategy,Americas
100112392,Male,39000.0,2,Second Year Associate,Full time,Hourly,Client Strategy,Americas
100131552,Male,52500.0,3,Team Lead,Full time,Salary,Client Strategy,Americas
100183619,Female,25910.98,25,Entry Level,Full time,Hourly,Research,Americas
100476886,Male,57375.0,13,Junior Associate,Full time,Salary,Customer Experience,Americas
100525723,Male,46816.46,7,Senior Associate,Full time,Salary,Customer Experience,Europe
100881447,Male,88951.28,11,Manger II,Full time,Salary,Client Strategy,Europe
100275238,Male,180000.0,18,Sr Manager,Full time,Salary,Client Strategy,Americas
100729859,Male,25911.6,3,Entry Level,Full time,Hourly,Research,Americas
100281953,Male,63000.0,4,Junior Associate,Full time,Salary,Client Strategy,Americas
100221089,Female,131250.0,18,Team Lead,Full time,Salary,Technology Services,Americas
100826746,Male,67500.0,9,Senior Associate,Full time,Salary,R&D,Americas
100250809,Male,120000.0,5,Junior Associate,Full time,Salary,Technology Services,Americas
100796155,Male,25911.6,12,Entry Level,Full time,Hourly,Research,Americas
100190722,Female,46334.27,8,Junior Associate,Full time,Salary,Client Strategy,Europe
100083122,Female,25911.6,0,Entry Level,Full time,Hourly,Research,Americas
100490672,Male,76500.0,5,Junior Associate,Full time,Salary,Investment,Americas
100932962,Female,109513.99,18,Manger II,Full time,Salary,Client Strategy,Europe
100889610,Female,44007.47,4,Second Year Associate,Full time,Salary,Customer Experience,Europe
100712150,Female,32448.0,12,Second Year Associate,Full time,Hourly,Catering,Americas
100335578,Female,46500.0,6,Junior Associate,Full time,Salary,Catering,Americas
100399251,Male,107247.0,17,Team Lead,Full time,Salary,Expansion,Americas
100779382,Female,37500.0,3,Junior Associate,Full time,Salary,Catering,Americas
100366719,Male,270000.0,35,Partner,Full time,Salary,Leadership,Americas
100688143,Male,41776.8,17,Junior Associate,Full time,Hourly,Research,Americas
100057021,Male,118500.0,11,Team Lead,Full time,Salary,Investment,Americas
100930785,Male,52500.0,11,Junior Associate,Full time,Salary,Research,Americas
100930396,Female,47752.79,4,Team Lead,Full time,Salary,Catering,Europe
100241622,Female,45000.0,2,Junior Associate,Full time,Salary,Catering,Americas
100052713,Male,127462.5,12,Team Lead,Full time,Salary,Expansion,Americas
100767588,Male,65692.62,17,Manager,Full time,Salary,Patent Law,Americas
100939079,Female,71250.0,4,Senior Associate,Full time,Salary,Strategy,Americas
100043015,Male,65543.04,7,Team Lead,Full time,Salary,Pricing Analytics,Europe
100732967,Female,57675.0,5,Team Lead,Full time,Salary,Catering,Americas
100595854,Male,51000.0,10,Junior Associate,Full time,Salary,Client Strategy,Americas
100571208,Female,67500.0,7,Junior Associate,Full time,Salary,Customer Experience,Americas
100445327,Male,79587.99,12,Team Lead,Full time,Salary,Customer Experience,Europe
100367681,Male,46816.46,7,Junior Associate,Full time,Salary,Customer Experience,Europe
100199368,Male,67500.0,7,Senior Associate,Full time,Salary,Client Strategy,Americas
100222999,Male,19306.49,25,Senior Associate,Full time,Salary,Research,Americas
100985894,Female,131250.0,21,Manger II,Full time,Salary,Graphic Design,Americas
100442921,Male,83550.0,13,Team Lead,Full time,Salary,Technology Services,Americas
100007916,Female,67500.0,5,Senior Associate,Full time,Salary,Patent Law,Americas
100851023,Male,40262.16,12,Junior Associate,Full time,Salary,Expansion,Europe
100407450,Female,62250.0,5,Senior Associate,Full time,Salary,Graphic Design,Americas
100839727,Female,115500.0,12,Manager,Full time,Salary,Customer Experience,Americas
100308873,Female,25911.6,14,Entry Level,Full time,Hourly,Research,Americas
100389024,Male,16423.15,6,Junior Associate,Full time,Salary,Catering,Americas
100092545,Female,46350.0,2,Junior Associate,Full time,Salary,Catering,Americas
100260100,Male,206250.0,16,Manager,Full time,Salary,Technology Services,Americas
100915906,Female,43500.0,4,Junior Associate,Full time,Salary,Catering,Americas
100134610,Male,69000.0,6,Senior Associate,Full time,Salary,Client Strategy,Americas
100069311,Female,99750.0,8,Manager,Full time,Salary,Client Strategy,Americas
100490508,Male,25910.82,7,Entry Level,Full time,Hourly,Research,Americas
100861191,Male,32760.0,0,Second Year Associate,Full time,Hourly,Catering,Americas
100431463,Female,60000.0,10,Senior Associate,Full time,Salary,Strategy,Americas
100063094,Female,99187.5,4,Senior Associate,Full time,Salary,Technology Services,Americas
100460898,Male,29713.5,10,Senior Associate,Full time,Salary,Pricing Analytics,Africa
100816766,Female,92287.5,10,Team Lead,Full time,Salary,Customer Experience,Americas
100452670,Male,152625.0,23,Manger II,Full time,Salary,Technology Services,Americas
100317054,Female,24400.12,12,Senior Associate,Full time,Salary,Customer Experience,Americas
100739249,Male,32771.53,13,Second Year Associate,Full time,Salary,Client Strategy,Europe
100837639,Female,92668.54,11,Manager,Full time,Salary,Client Strategy,Europe
100258953,Male,73387.5,8,Team Lead,Full time,Salary,Strategy,Americas
100263785,Female,48750.0,8,Second Year Associate,Full time,Hourly,Strategy,Americas
100288341,Female,142912.5,7,Manager,Full time,Salary,R&D,Americas
100868745,Female,26933.98,7,Team Lead,Full time,Salary,Catering,Americas
100564663,Female,60000.0,13,Senior Associate,Full time,Salary,Expansion,Americas
100431595,Female,69525.0,10,Team Lead,Full time,Salary,Strategy,Americas
100174601,Male,47250.0,28,Junior Associate,Full time,Salary,Government Consulting,Americas
100576187,Male,93750.0,15,Team Lead,Full time,Salary,Client Strategy,Americas
100998990,Male,99000.0,13,Team Lead,Full time,Salary,Research,Americas
100185215,Female,93751.88,8,Team Lead,Full time,Salary,R&D,Americas
100310484,Female,48750.0,13,Junior Associate,Full time,Salary,Government Consulting,Americas
100814223,Male,88837.5,12,Team Lead,Full time,Salary,Technology Services,Americas
100044363,Male,138193.13,14,Team Lead,Full time,Salary,Technology Services,Americas
100787276,Male,71250.0,2,Team Lead,Full time,Salary,Expansion,Americas
100185738,Male,60000.0,4,Senior Associate,Full time,Salary,Client Strategy,Americas
100134913,Female,66000.38,9,Junior Associate,Full time,Salary,Customer Experience,Americas
100475805,Female,243750.0,22,Director,Full time,Salary,Technology Services,Americas
100958830,Female,90000.0,10,Team Lead,Full time,Salary,Investment,Americas
100639855,Female,29640.0,6,Second Year Associate,Full time,Hourly,Catering,Americas
100142192,Female,107625.0,5,Junior Associate,Full time,Salary,Technology Services,Americas
100807966,Male,32760.0,2,Second Year Associate,Full time,Hourly,Catering,Americas
100141684,Male,50546.47,8,Team Lead,Full time,Salary,Client Strategy,Europe
100947896,Female,71250.0,8,Senior Associate,Full time,Salary,Client Strategy,Americas
100321611,Male,93750.0,12,Team Lead,Full time,Salary,Graphic Design,Americas
100691416,Female,25911.6,2,Entry Level,Full time,Hourly,Catering,Americas
100965358,Male,25910.82,14,Entry Level,Full time,Hourly,Research,Americas
100937858,Male,65543.04,26,Manger II,Full time,Salary,Research,Europe
100900440,Female,65025.0,8,Junior Associate,Full time,Salary,Expansion,Americas
100235655,Male,60000.0,5,Second Year Associate,Full time,Salary,Investment,Americas
100885542,Female,43875.0,25,Partner,Full time,Salary,Leadership,Americas
100915045,Female,25910.82,37,Entry Level,Full time,Hourly,Research,Americas
100100059,Male,24102.0,9,Entry Level,Full time,Hourly,Research,Americas
100489878,Male,65543.04,16,Team Lead,Full time,Salary,Customer Experience,Europe
100866049,Male,28998.6,12,Senior Associate,Full time,Salary,Customer Experience,Americas
100541219,Female,57093.75,7,Team Lead,Full time,Salary,Catering,Americas
100591606,Female,42750.0,12,Junior Associate,Full time,Salary,Catering,Americas
100676464,Female,61500.0,6,Team Lead,Full time,Salary,Catering,Americas
100106311,Male,86250.0,35,Senior Associate,Full time,Salary,Expansion,Americas
100156181,Female,54375.0,4,Senior Associate,Full time,Salary,Graphic Design,Americas
100463352,Female,43875.0,3,Entry Level,Full time,Salary,Graphic Design,Americas
100339062,Male,172408.5,10,Manger II,Full time,Salary,Technology Services,Americas
100909446,Female,82500.0,15,Second Year Associate,Full time,Salary,Technology Services,Americas
100685244,Female,43398.86,5,Team Lead,Full time,Salary,Research,Europe
100584528,Male,82500.0,11,Team Lead,Full time,Salary,Investment,Americas
100583412,Male,24102.0,9,Entry Level,Full time,Hourly,Research,Americas
100122027,Female,46350.0,2,Junior Associate,Full time,Salary,Catering,Americas
100511956,Female,105000.0,18,Team Lead,Full time,Salary,Customer Experience,Americas
100535559,Female,58500.0,11,Senior Associate,Full time,Salary,Investment,Americas
100995286,Male,132600.0,16,Manager,Full time,Salary,Expansion,Americas
100051229,Female,138744.38,9,Manger II,Full time,Salary,Graphic Design,Americas
100040802,Male,22612.69,4,Senior Associate,Full time,Salary,Client Strategy,Americas
100370130,Female,60861.4,9,Manager,Full time,Salary,Customer Experience,Europe
100132731,Male,96562.5,15,Team Lead,Full time,Salary,Client Strategy,Americas
100607967,Female,41198.49,8,Junior Associate,Full time,Salary,Expansion,Europe
100709381,Male,119737.5,14,Manager,Full time,Salary,Investment,Americas
100994006,Female,71070.0,9,Manger II,Full time,Salary,Government Consulting,Americas
100605131,Female,78750.0,4,Team Lead,Full time,Salary,R&D,Americas
100218684,Male,262500.0,39,Sr Manager,Full time,Salary,Expansion,Americas
100986926,Male,14716.55,10,Junior Associate,Full time,Salary,Expansion,Americas
100161168,Male,139050.0,19,Team Lead,Full time,Salary,Technology Services,Americas
100954162,Female,28998.6,6,Senior Associate,Full time,Salary,Client Strategy,Americas
100785249,Female,38576.77,1,Junior Associate,Full time,Salary,Client Techology,Europe
100797299,Female,27800.57,4,Second Year Associate,Full time,Salary,Catering,Europe
100399565,Male,48001.95,5,Junior Associate,Full time,Salary,Client Techology,Americas
100839985,Female,25911.6,6,Entry Level,Full time,Hourly,Research,Americas
100318562,Male,131248.5,13,Manger II,Full time,Salary,Investment,Americas
100098601,Male,65400.0,7,Junior Associate,Full time,Salary,Customer Experience,Americas
100586568,Male,49416.15,10,Team Lead,Full time,Salary,Research,Europe
100375539,Male,127500.0,15,Team Lead,Full time,Salary,Technology Services,Americas
100601384,Male,88837.5,28,Manager,Full time,Salary,Government Consulting,Americas
100461552,Female,119850.14,11,Sr Manager,Full time,Salary,R&D,Europe
100922563,Female,75000.0,4,Senior Associate,Full time,Salary,Client Strategy,Americas
100515327,Male,31200.0,2,Second Year Associate,Part time,Hourly,Government Consulting,Americas
100281166,Female,29784.67,4,Junior Associate,Full time,Salary,Catering,Asia
100647728,Male,487500.0,17,Director,Full time,Salary,Graphic Design,Americas
100159889,Female,56250.0,0,Second Year Associate,Full time,Salary,Investment,Americas
100538595,Female,25338.59,5,Senior Associate,Full time,Salary,Graphic Design,Americas
100252937,Male,82500.0,26,Manager,Full time,Salary,Government Consulting,Americas
100531367,Female,44250.0,3,Entry Level,Full time,Salary,R&D,Americas
100567233,Male,150000.0,17,Sr Manager,Full time,Salary,Graphic Design,Americas
100818029,Female,49185.38,8,Team Lead,Full time,Salary,Catering,Europe
100046398,Female,32760.0,1,Second Year Associate,Full time,Hourly,Catering,Americas
100800539,Male,40500.0,10,Junior Associate,Full time,Salary,Catering,Americas
100912548,Female,25911.6,5,Entry Level,Full time,Hourly,Research,Americas
100919398,Male,51000.0,6,Junior Associate,Full time,Salary,Client Strategy,Americas
100481718,Male,131325.0,9,Manager,Full time,Salary,Pricing Analytics,Americas
100508612,Male,90449.41,10,Manger II,Full time,Salary,Customer Experience,Europe
100200599,Female,35880.0,2,Second Year Associate,Full time,Hourly,Catering,Americas
100207013,Male,60000.0,8,Senior Associate,Full time,Salary,Client Strategy,Americas
100859366,Male,25910.82,11,Entry Level,Full time,Hourly,Research,Americas
100319267,Male,57751.88,7,Senior Associate,Full time,Salary,Client Techology,Americas
100225489,Male,25910.82,12,Entry Level,Full time,Hourly,Research,Americas
100998520,Female,55046.25,9,Junior Associate,Full time,Salary,Expansion,Americas
100254217,Female,20280.0,8,Entry Level,Full time,Hourly,Catering,Americas
100468611,Female,56179.76,11,Team Lead,Full time,Salary,Customer Experience,Europe
100474851,Female,120000.0,9,Manager,Full time,Salary,R&D,Americas
100364460,Male,56179.76,27,Team Lead,Full time,Salary,Research,Europe
100775632,Male,167475.0,7,Manager,Full time,Salary,Technology Services,Americas
100048612,Female,115220.63,11,Manger II,Full time,Salary,Client Strategy,Americas
100178638,Female,16618.67,7,Junior Associate,Full time,Salary,Catering,Americas
100489655,Male,75000.0,12,Team Lead,Full time,Salary,Graphic Design,Americas
100763945,Male,13209.38,12,Junior Associate,Full time,Salary,Catering,Americas
100673359,Male,61500.0,4,Junior Associate,Full time,Salary,Client Strategy,Americas
100992333,Male,135000.0,7,Senior Associate,Full time,Salary,Technology Services,Americas
100260765,Female,54375.0,3,Team Lead,Full time,Salary,Catering,Americas
100353843,Male,65662.5,8,Senior Associate,Full time,Salary,Client Strategy,Americas
100719802,Male,61875.0,7,Junior Associate,Full time,Salary,Client Strategy,Americas
100220778,Male,43818.22,24,Junior Associate,Full time,Salary,Research,Asia
100404528,Male,120000.0,11,Team Lead,Full time,Salary,Technology Services,Americas
100847644,Male,127462.5,5,Senior Associate,Full time,Salary,Technology Services,Americas
100071296,Male,47628.0,5,Junior Associate,Full time,Salary,Catering,Americas
100590370,Male,51000.0,6,Second Year Associate,Full time,Salary,Customer Experience,Americas
100478458,Female,135150.0,7,Manager,Full time,Salary,Pricing Analytics,Americas
100446785,Male,120000.0,9,Manager,Full time,Salary,Client Techology,Americas
100850784,Male,60000.0,25,Junior Associate,Full time,Salary,Client Techology,Americas
100947279,Male,132600.0,28,Manager,Full time,Salary,Expansion,Americas
100706556,Male,169950.0,30,Sr Manager,Full time,Salary,Customer Experience,Americas
100000274,Male,42134.82,5,Junior Associate,Full time,Salary,Customer Experience,Europe
100749213,Female,50250.0,3,Senior Associate,Full time,Salary,Catering,Americas
100313799,Male,120000.0,12,Manger II,Full time,Salary,Graphic Design,Americas
100465183,Male,75000.0,8,Junior Associate,Full time,Salary,Client Techology,Americas
100928248,Male,65178.0,6,Team Lead,Full time,Salary,Expansion,Americas
100909166,Female,104793.75,6,Manger II,Full time,Salary,Expansion,Americas
100077820,Male,25911.6,2,Entry Level,Full time,Hourly,Research,Americas
100283312,Male,82500.0,4,Team Lead,Full time,Salary,Expansion,Americas
100491445,Male,70847.54,7,Junior Associate,Full time,Salary,Technology Services,Europe
100652798,Female,86250.0,5,Senior Associate,Full time,Salary,R&D,Americas
100353735,Male,165000.0,20,Team Lead,Full time,Salary,Technology Services,Americas
100234463,Male,59925.08,9,Senior Associate,Full time,Salary,Expansion,Europe
100307716,Female,37500.0,8,Junior Associate,Full time,Salary,Catering,Americas
100294129,Female,86250.0,4,Senior Associate,Full time,Salary,Technology Services,Americas
100420767,Female,34644.18,7,Junior Associate,Full time,Salary,Catering,Europe
100447726,Female,36840.81,4,Junior Associate,Full time,Salary,Catering,Europe
100796646,Female,41250.0,7,Junior Associate,Full time,Salary,Catering,Americas
100722885,Male,146775.0,16,Manger II,Full time,Salary,Technology Services,Americas
100103315,Male,16423.15,2,Junior Associate,Full time,Salary,Catering,Americas
100020625,Female,56179.76,6,Team Lead,Full time,Salary,Client Strategy,Europe
100008416,Male,16661.99,5,Junior Associate,Full time,Salary,Client Strategy,Americas
100732831,Female,23070.78,6,Junior Associate,Full time,Salary,Client Strategy,Americas
100240977,Female,51002.25,10,Junior Associate,Full time,Salary,Expansion,Americas
100766076,Male,58500.0,9,Senior Associate,Full time,Salary,Client Strategy,Americas
100075040,Male,96880.75,8,Team Lead,Full time,Salary,Technology Services,Europe
100862931,Male,40560.0,11,Junior Associate,Full time,Salary,Catering,Americas
100682327,Male,67500.0,7,Senior Associate,Full time,Salary,Client Strategy,Americas
100560623,Female,127500.0,13,Manger II,Full time,Salary,Expansion,Americas
100261330,Male,228905.13,25,Director,Full time,Salary,Pricing Analytics,Asia
100160303,Male,40560.0,20,Junior Associate,Full time,Hourly,Research,Americas
100852835,Male,120000.0,22,Manager,Full time,Salary,Technology Services,Americas
100485558,Male,146250.0,14,Team Lead,Full time,Salary,Technology Services,Americas
100662204,Male,43022.3,10,Junior Associate,Full time,Salary,Client Strategy,Asia
100313855,Male,104802.33,19,Sr Manager,Full time,Salary,Pricing Analytics,Asia
100930152,Female,60000.0,7,Senior Associate,Full time,Salary,R&D,Americas
100842231,Male,69000.0,3,Junior Associate,Full time,Salary,Customer Experience,Americas
100083039,Male,204712.5,16,Director,Full time,Salary,Expansion,Americas
100912512,Female,28080.0,1,Second Year Associate,Full time,Hourly,Catering,Americas
100451230,Male,34644.18,6,Junior Associate,Full time,Salary,Catering,Europe
100108838,Male,65662.5,8,Senior Associate,Full time,Salary,R&D,Americas
100162321,Male,65786.99,13,Junior Associate,Full time,Salary,Technology Services,Europe
100752780,Female,214500.0,14,Sr Manager,Full time,Salary,Investment,Americas
100560662,Male,25910.98,25,Entry Level,Full time,Hourly,Research,Americas
100022580,Male,208575.0,21,Sr Manager,Full time,Salary,Client Techology,Americas
100059414,Female,54307.1,11,Team Lead,Full time,Salary,Client Strategy,Europe
100513978,Male,41246.4,8,Entry Level,Full time,Hourly,Investment,Americas
100515932,Male,119812.5,12,Senior Associate,Full time,Salary,Technology Services,Americas
100624227,Female,13497.01,24,Junior Associate,Full time,Salary,Expansion,Americas
100736049,Female,24905.4,22,Entry Level,Full time,Hourly,Research,Americas
100090764,Female,88837.5,10,Team Lead,Full time,Salary,Expansion,Americas
100544504,Female,51498.11,9,Senior Associate,Full time,Salary,R&D,Europe
100230259,Female,103275.0,8,Manager,Full time,Salary,Strategy,Americas
100550866,Female,30529.2,0,Second Year Associate,Full time,Hourly,Catering,Americas
100687983,Male,24102.0,16,Entry Level,Full time,Hourly,Research,Americas
100360810,Male,52500.0,13,Second Year Associate,Full time,Salary,Expansion,Americas
100986349,Male,31415.15,12,Team Lead,Full time,Salary,Expansion,Americas
100508440,Female,37453.17,7,Second Year Associate,Full time,Salary,Research,Europe
100755488,Male,25911.6,15,Entry Level,Full time,Hourly,Research,Americas
100789926,Female,52500.0,3,Junior Associate,Full time,Salary,Catering,Americas
100220284,Female,13881.32,3,Junior Associate,Full time,Salary,Client Strategy,Americas
100605619,Female,33930.0,28,Junior Associate,Part time,Hourly,Government Consulting,Americas
100567097,Female,56179.76,5,Senior Associate,Full time,Salary,R&D,Europe
100376204,Male,82500.0,5,Team Lead,Full time,Salary,Graphic Design,Americas
100575252,Male,25911.28,6,Entry Level,Full time,Hourly,Research,Americas
100811994,Female,93619.95,14,Senior Associate,Full time,Salary,Technology Services,Europe
100832833,Female,52500.0,8,Senior Associate,Full time,Salary,Catering,Americas
100222755,Female,60002.25,5,Team Lead,Full time,Salary,Catering,Americas
100808730,Female,75000.0,8,Senior Associate,Full time,Salary,IPO Strategy,Americas
100934400,Female,6026.88,5,Second Year Associate,Full time,Salary,R&D,Americas
100899484,Female,36004.8,0,Second Year Associate,Full time,Hourly,Catering,Americas
100422477,Male,17852.13,6,Junior Associate,Full time,Salary,Pricing Analytics,Americas
100542460,Female,138750.0,10,Sr Manager,Full time,Salary,Graphic Design,Americas
100177224,Male,63750.0,6,Junior Associate,Full time,Salary,Strategy,Americas
100035964,Male,12077.21,4,Junior Associate,Full time,Salary,Catering,Americas
100167845,Female,34210.61,10,Junior Associate,Full time,Salary,Catering,Oceania
100425861,Female,48750.0,15,Junior Associate,Full time,Salary,Government Consulting,Americas
100328804,Male,39712.9,3,Senior Associate,Full time,Salary,Investment,Asia
100904152,Female,128253.75,12,Manger II,Full time,Salary,Investment,Americas
100041183,Female,126872.61,22,Sr Manager,Full time,Salary,R&D,Europe
100502081,Male,54000.0,4,Junior Associate,Full time,Salary,Expansion,Americas
100668463,Male,24102.0,27,Entry Level,Full time,Hourly,Research,Americas
100721136,Female,6664.79,3,Second Year Associate,Full time,Salary,Customer Experience,Americas
100914773,Female,80031.92,23,Team Lead,Full time,Salary,Expansion,Europe
100554266,Female,131250.0,8,Manager,Full time,Salary,Patent Law,Americas
100521983,Female,131250.0,18,Sr Manager,Full time,Salary,Client Strategy,Americas
100729758,Male,50212.5,1,Second Year Associate,Full time,Salary,Investment,Americas
100124570,Male,94842.0,10,Manager,Full time,Salary,Strategy,Americas
100265801,Male,56250.0,11,Junior Associate,Full time,Salary,Government Consulting,Americas
100313542,Male,101843.32,8,Senior Associate,Full time,Salary,Technology Services,Europe
100588833,Male,25807.82,13,Senior Associate,Full time,Salary,Client Strategy,Americas
100855239,Male,90000.0,14,Team Lead,Full time,Salary,Research,Americas
100951839,Female,36722.84,8,Junior Associate,Full time,Salary,Catering,Europe
100302009,Male,44943.8,3,Junior Associate,Full time,Salary,Strategy,Europe
100590194,Male,54043.5,5,Second Year Associate,Full time,Salary,Investment,Americas
100011365,Male,143258.38,13,Manager,Full time,Salary,Pricing Analytics,Europe
100510238,Male,230550.0,22,Sr Manager,Full time,Salary,Technology Services,Americas
100165599,Female,32012.77,5,Junior Associate,Full time,Salary,Catering,Europe
100817763,Female,72000.0,9,Team Lead,Full time,Salary,Client Strategy,Americas
100989200,Male,30969.38,7,Junior Associate,Full time,Salary,Client Strategy,Americas
100625268,Male,23400.0,17,Entry Level,Full time,Hourly,Research,Americas
100285315,Male,63750.0,9,Team Lead,Full time,Salary,Catering,Americas
100888937,Female,112500.0,15,Manger II,Full time,Salary,Catering,Americas
100652501,Female,15250.07,2,Junior Associate,Full time,Salary,Client Strategy,Americas
100506609,Female,52500.0,4,Junior Associate,Full time,Salary,R&D,Americas
100403764,Female,180000.0,21,Sr Manager,Full time,Salary,Catering,Americas
100041101,Female,45729.0,4,Junior Associate,Full time,Salary,Catering,Americas
100231212,Male,46350.0,2,Second Year Associate,Full time,Salary,Expansion,Americas
100663147,Female,71250.0,4,Junior Associate,Full time,Salary,Customer Experience,Americas
100037357,Male,63750.0,3,Junior Associate,Full time,Salary,R&D,Americas
100334241,Female,32760.0,3,Second Year Associate,Full time,Hourly,Catering,Americas
100147655,Male,33697.65,5,Junior Associate,Full time,Salary,Client Strategy,Europe
100785139,Male,37453.17,2,Junior Associate,Full time,Salary,Government Consulting,Europe
100251895,Male,47262.75,8,Senior Associate,Full time,Salary,Catering,Americas
100948727,Female,50212.5,4,Junior Associate,Full time,Salary,Client Strategy,Americas
100708592,Female,93750.0,10,Manager,Full time,Salary,IPO Strategy,Americas
100668872,Male,75750.0,10,Junior Associate,Full time,Salary,Client Techology,Americas
100094149,Female,48750.0,12,Junior Associate,Full time,Salary,Expansion,Americas
100039438,Male,39594.74,5,Team Lead,Full time,Salary,Catering,Europe
100232015,Male,48360.38,8,Senior Associate,Full time,Salary,Graphic Design,Americas
100990792,Male,43965.74,3,Team Lead,Full time,Salary,Catering,Oceania
100178179,Female,90000.0,9,Senior Associate,Full time,Salary,Graphic Design,Americas
100678990,Female,25910.98,28,Entry Level,Full time,Hourly,Research,Americas
100381152,Female,123750.0,11,Manager,Full time,Salary,Strategy,Americas
100500246,Female,58970.89,10,Senior Associate,Full time,Salary,Strategy,Europe
